BDRC Resource ID,Gender,DOB,DOD,Traditions,Wiki-ID Traditions,label_bo,label_zh-hans,label_en,Alias_bo_1,Alias_bo_2,Alias_bo_3,Alias_bo_4,Alias_bo_5,Alias_bo_6,Alias_bo_7,Alias_bo_8,Alias_bo_9,Alias_bo_10,Alias_bo_11,Alias_bo_12,Alias_bo_13,Alias_bo_14,Alias_bo_15,Alias_bo_16,Alias_bo_17,Alias_zh_1,Alias_zh_2,Alias_en_1,Alias_en_2,Alias_en_3,Alias_en_4
P4CZ16820,,,,,,ལོ་ཙཱ་བ་ཤཱཀྱ་བཤེས་གཉེན།,,,ཤཱཀྱ་བཤེས་གཉེན།,དགེ་སློང་ཤཱཀྱ་བཤེས་གཉེན།,,,,,,,,,,,,,,,,,,,,,
P8824,Male,1592,1618,Kagyu,Q471187,སྒམ་པོ་ཆོས་རྗེ་བསོད་ནམས་རབ་བརྟན།,,,བསོད་ནམས་རབ་བརྟན།,,,,,,,,,,,,,,,,,,,,,,
P5083,Male,1679,1757,Nyingma,Q848771,གྲུབ་དབང་པདྨ་ནོར་བུ།,,Pema Norbu,པད་ནོར ༠༡་པདྨ་ནོར་བུ།,པད་ནོར ༠༡,པདྨ་ནོར་བུ།,དཔལ་ཡུལ་གདན་རབས ༠༣,,,,,,,,,,,,,,,,,,,
P8037,Male,1912,,,,བྱ་ས་རྒན་པོ་སྐལ་བཟང་ཚེ་དབང་།,,,སྐལ་བཟང་ཚེ་དབང་།,,,,,,,,,,,,,,,,,,,,,,
P2JM413,,,,,,རྫ་སྔགས་རམ་པ་འགྱུར་མེད་བསྟན་འཕེལ།,,,འགྱུར་མེད་བསྟན་འཕེལ།,,,,,,,,,,,,,,,,,,,,,,
P7762,Male,,,,,མི་ཉག་པ་རྒྱལ་དབང་ཆོས་ཀྱི་ཉི་མ།,,,རྒྱལ་དབང་ནོར་བུ།,རྒྱལ་དབང་ཆོས་ཀྱི་ཉི་མ།,རྒྱལ་དབང་ཉི་མ།,,,,,,,,,,,,,,,,,,,,
P1175,Male,1516,1551,,,སྦུར་ཚོ་སློབ་དཔོན་ཡོན་ཏན་རྒྱ་མཚོ།,,Yonten Gyatso,ཡོན་ཏན་རྒྱ་མཚོ།,,,,,,,,,,,,,,,,,,,,,,
P7540,Male,,,,,མི་ཕམ་དཔལ་འབྱོར་འཕྲིན་ལས་བཟང་པོ།,,,དཔལ་འབྱོར་འཕྲིན་ལས་བཟང་པོ།,,,,,,,,,,,,,,,,,,,,,,
P8LS13675,,,,,,རྗེ་འདུལ་མཛད་པ།,,,,,,,,,,,,,,,,,,,,,,,,,
P4CZ15388,,,,,,གྲུབ་ཆེན་ཏོག་ཙེ་པ།,,,འཇོར་ཐོགས་མཁན།,ཏོག་ཙེ་པ།,ཏོག་རྩེ་ཞབས།,,,,,,,,,,,,,,,,,,,,
P623,Male,1961,,,,རྫོང་གསར་མཁྱེན་བརྩེ ༠༣་མཁྱེན་བརྩེ་ནོར་བུ།,,dzongsar jamyang khyentse rinpoche,མཁྱེན་བརྩེ་ནོར་བུ།,ཐུབ་བསྟན་ཆོས་ཀྱི་རྒྱ་མཚོ།,རྫོང་གསར་མཁྱེན་བརྩེ ༠༣,,,,,,,,,,,,,,,Dzongsar Khyentse 03,,,,,
P8LS14286,,,,,,ཨོ་རྒྱན་གྱི་སློབ་དཔོན་བྷེ་ཧ་ར།,,,བྷེ་ཧ་ར།,,,,,,,,,,,,,,,,,,,,,,
P7147,Male,1840,1900,Sakya,Q650035,ངོར་མཁན་ཆེན ༥༧་དཔལ་ལྡན་བློ་གྲོས་གྲགས་པ།,,,དཔལ་ལྡན་བློ་གྲོས་རྒྱལ་མཚན།,ངོར་མཁན་ཆེན ༥༧,,,,,,,,,,,,,,,,,,,,,
P8LS13671,,,,,,མངའ་བདག་འོད་ལྡེ།,,,འོད་ལྡེ།,,,,,,,,,,,,,,,,,,,,,,
P6857,Male,,,,,ཕུན་ཚོགས་བཀྲ་ཤིས།,,,,,,,,,,,,,,,,,,,,,,,,,
P7870,Male,,,,,བཀྲ་ཤིས་རབ་གསལ་བདེ་ཆེན་དཔལ་འབར།,,,ཤར་ཁ་སྒོམ་ཆེན་བཀྲ་ཤིས་རབ་གསལ་བདེ་ཆེན་དཔལ་འབར།,བདེ་ཆེན་དཔལ་འབར།,,,,,,,,,,,,,,,,,,,,,
P6727,Male,,,,,རམ་པ་ལྷ་དབང་རྡོ་རྗེ།,,,"ལྷ་དབང་རྡོ་རྗེ,་རམ་པ།",,,,,,,,,,,,,,,,,,,,,,
P1280,Male,,,,,མཁར་མོ་ཆེ་བ།,,,བློ་བཟང་ཡོན་ཏན།,མཁར་མོ་ཆེ་བ་བློ་བཟང་ཡོན་ཏན།,,,,,,,,,,,,,,,,,,,,,
P1PD90412,,,,,,འཇམ་དཔལ་བསྟན་འཛིན་ཕྲིན་ལས།,,,,,,,,,,,,,,,,,,,,,,,,,
P9868,Male,,,,,འབའ་ཕུག་ཆོས་དཔལ་རྒྱ་མཚོ།,,,ཆོས་དཔལ་རྒྱ་མཚོ།,,,,,,,,,,,,,,,,,,,,,,
P8LS12955,,,,,,སྐལ་བཟང་རབ་རྒྱས།,,,སེ་ར་གཞུང་པ་ལྷ་བཙུན་སྤྲུལ་སྐུ ༠༣,,,,,,,,,,,,,,,,,,,,,,
P4248,Male,,,Geluk,Q319218,ཐར་ཤུལ་དགེ་འདུན་ཆོས་སྐྱོང་རྒྱ་མཚོ།,,,དགེ་འདུན་ཆོས་སྐྱོང་རྒྱ་མཚོ།,,,,,,,,,,,,,,,,,,,,,,
P2502,Male,,,,,དགེ་སློང་དཀོན་མཆོག་སེངྒེ,,,དཀོན་མཆོག་སེངྒེ,,,,,,,,,,,,,,,,,,,,,,
P4887,Male,,,,,བློ་བཟང་རྣམ་རྒྱལ།,,,རི་རྒྱ་མངའ་རིས་སྤྲུལ་སྐུ་བློ་བཟང་རྣམ་རྒྱལ།,,,,,,,,,,,,,,,,,,,,,,
P8LS13645,,,,,,བསོད་ནམས་དཔལ།,,,,,,,,,,,,,,,,,,,,,,,,,
P6747,Male,,,,,"ཨེརཧརད,་ཕ༹ྲནཟ་ཀརལ།",,"erhard, franz karl",,,,,,,,,,,,,,,,,,,,,,,
P224,Male,1895,1952,Kadam,Q588362,མཁན་པོ་ཧོ་ཐོག་ཐུ་དགེ་འདུན་ལུང་རྟོགས་རབ་རྒྱས།,,,དགེ་འདུན་ལུང་རྟོགས་རབ་རྒྱས།,བྱ་ཁྱུང་མཁན་རབས ༡༠༧,བྱ་ཁྱུང་མཁན་རབས ༡༠༧་དགེ་འདུན་ལུང་རྟོགས་རབ་རྒྱས།,བྲག་ལུང་མཁན་སྤྲུལ ༠༦,,,,,,,,,,,,,,,,,,,
P9382,Male,,,,,ཚེ་བརྟན་རྒྱལ།,,,,,,,,,,,,,,,,,,,,,,,,,
P1488,Male,,,,,རྒྱ་དབང་ཚུར་ཚ་སྤྲང་ཐར།,,,,,,,,,,,,,,,,,,,,,,,,,
P8LS15518,,,,,,དགའ་དཔལ་གྲགས།,,,དཔལ་གྲགས།,,,,,,,,,,,,,,,,,,,,,,
P1KG10437,,,,,,ཨུ་རྒ་བླ་མ་བློ་བཟང་དཔལ་ལྡན།,,,དཀའ་བཅུ་བློ་བཟང་དཔལ་ལྡན།,བློ་བཟང་དཔལ་ལྡན།,,,,,,,,,,,,,,,,,,,,,
P5697,Male,,,,,བློ་བཟང་རྒྱལ་མཚན།,,,,,,,,,,,,,,,,,,,,,,,,,
P4CZ15475,Female,,,,,དགེ་བསྙེན་མ་སྙན་གྲགས་དགེ་མ།,,,སྙན་གྲགས་དགེ་མ།,,,,,,,,,,,,,,,,,,,,,,
P717,Male,,,,,གཙང་དཀའ་ཆེན་བློ་གྲོས་རྣམ་རྒྱལ།,,,བློ་གྲོས་རྣམ་རྒྱལ།,,,,,,,,,,,,,,,,,,,,,,
P4PD5144,,,,,,བསོད་ནམས་དབང་རྒྱལ།,,,,,,,,,,,,,,,,,,,,,,,,,
P10281,Male,,,Geluk,Q319218,བེ་རི་སྤྲུལ་སྐུ་སྐྱེ་བརྒྱུད།,,,,,,,,,,,,,,,,,,,,,,,,,
P8LS66406,,1975,,KarmaKagyu,Q785447,ཡོངས་དགེ་མི་འགྱུར་རིན་པོ་ཆེ།,,7th Migyur Rinpoche,མི་འགྱུར་རིན་པོ་ཆེ།,ཡོངས་དགེ་མི་འགྱུར་རིན་པོ་ཆེ་སྐུ་ཕྲེང་བདུན་པ།,,,,,,,,,,,,,,,,Yonge Mingyur Rinpoche,,,,,
P8059,Male,,,,,སེངྒེ་རྡོ་རྗེ།,,,,,,,,,,,,,,,,,,,,,,,,,
P9232,Male,,,,,ལི་ཀྱཱ་དགེ་སློང་གྲགས་པ་བཀྲ་ཤིས།,,,གྲགས་པ་བཀྲ་ཤིས།,,,,,,,,,,,,,,,,,,,,,,
P8LS15715,,,,,,ཟླ་བའི་འོད།,,,,,,,,,,,,,,,,,,,,,,,,,
P5988,Male,,,Nyingma,Q848771,བྲག་དམར་ཡིད་བཞིན་དབང་རྒྱལ།,,,ཡིད་བཞིན་དབང་རྒྱལ།,,,,,,,,,,,,,,,,,,,,,,
P4923,Male,,,,,རྩེས་ཐང་རབ་འབྱམས་པ་སངས་རྒྱས་ལྷུན་གྲུབ།,,,སངས་རྒྱས་ལྷུན་གྲུབ།,,,,,,,,,,,,,,,,,,,,,,
P2GS229,,,,,,སངས་རྒྱས་བཀྲ་ཤིས།,,,ཨ་གྲོ་གཅོད་པ་སངས་རྒྱས་བཀྲ་ཤིས།,,,,,,,,,,,,,,,,,,,,,,
P2753,Male,,,Nyingma,Q848771,ཀཿ་ཐོག་མཁན་པོ་ངག་དབང་མཁྱེན་བརྩེ་ནོར་བུ།,,,ངག་དབང་མཁྱེན་བརྩེ་ནོར་བུ།,མཁྱེན་བརྩེ་ནོར་བུ།,,,,,,,,,,,,,,,,,,,,,
P2DB25425,,,,,,བློ་བཟང་ཆོས་འཛིན།,,,ཁུ་རེ་ཆེན་མོའི་ཆོས་རྗེ་སྔགས་རམ་པ་བློ་བཟང་ཆོས་འཛིན།,,,,,,,,,,,,,,,,,,,,,,
P4657,Male,,,Kadam,Q588362,རྩ་བ་ངག་དབང་དགེ་ལེགས།,,,བྱ་ཁྱུང་མཁན་རབས ༤༤,ངག་དབང་དགེ་ལེགས།,བྱ་ཁྱུང་མཁན་རབས ༤༤་ངག་དབང་དགེ་ལེགས།,,,,,,,,,,,,,,,,,,,,
P2202,Male,,,,,ཁ་རག་པ་འདུལ་བ་འོད།,,Kharakpa Dulwa O,འདུལ་བ་འོད།,,,,,,,,,,,,,,,,,,,,,,
P9655,Female,1982,,,,ལྷུན་གྲུབ་སྐྱིད།,,,,,,,,,,,,,,,,,,,,,,,,,
P8LS12287,,,,Sakya,Q650035,དགེ་འདུན་འཕྲིན་ལས་རྒྱ་མཚོ།,,,དྲུང་ཡིག་ཆེ་ཚང་གདེ་འདུན་འཕྲིན་ལས་རྒྱ་མཚོ།,རོང་པོ་དགོན་ཆེན་གདན་རབས ༥༤,,,,,,,,,,,,,,,,,,,,,
P4CZ15148,,,,,,སློབ་དཔོན་དཔག་མེད་རྡོ་རྗེ།,,,དཔག་མེད་རྡོ་རྗེ།,,,,,,,,,,,,,,,,,,,,,,
P8LS12018,,,,,,དགེ་ལེགས་ཆོས་འབྱོར།,,,འབྲས་སྤུངས་སྒོ་མང་གྲྭ་ཚང་གི་མཁན་ཐོག ༢༢,བདག་ཉིད་ཆེན་པོ་གཉན་གྲོང་པ།,,,,,,,,,,,,,,,,,,,,,
P2JM113,,,,,,ཡེ་ཤེས་བྱང་ཆུབ།,,,,,,,,,,,,,,,,,,,,,,,,,
P4270,Male,,,,,ལི་བློ་གྲོས་གཞོན་ནུ།,,,བློ་གྲོས་གཞོན་ནུ།,,,,,,,,,,,,,,,,,,,,,,
P10091,Male,,,Sakya,Q650035,ངག་དབང་བསམ་གཏན་རྒྱལ་མཚན།,,,,,,,,,,,,,,,,,,,,,,,,,
P4574,Male,1053,1135,,,ཞང་སྟོན་ཆོས་འབར།,,Zhangton Chobar,འབར་བ།,ཞང་ཆོས་འབར།,དགོན་པ་བ་ཆོས་འབར།,ཆོས་འབར།,,,,,,,,,,,,,,,,,,,
P2KG228807,,,,,,ཚེ་མཁར་རྒྱལ།,,,,,,,,,,,,,,,,,,,,,,,,,
P4CZ57616,,,,,,སེར་བྱེས་ལྡན་མ་ལྷ་རམས་དགེ་བཤེས་བསོད་ནམས་ཆོས་གྲགས།,,,བསོད་ནམས་ཆོས་གྲགས།,དགེ་བཤེས་བསོད་ནམས་ཆོས་གྲགས།,,,,,,,,,,,,,,,,,,,,,
P3891,Male,,,,,པཎྜི་ཏ་སུ་བ་ཛྲ།,,,སུ་བ་ཛྲ།,,,,,,,,,,,,,,,,,,,,,,
P2GS1000,,,,,,བྱ་པ་ཁྲི་དཔོན་སྐུ་སྐྱེས་ཆོས་རྒྱལ་ནོར་བུ།,,,ཆོས་རྒྱལ་ནོར་བུ།,,,,,,,,,,,,,,,,,,,,,,
P00EGS1017969,,,,,,སྨྱུག་བརྩེ།,,,,,,,,,,,,,,,,,,,,,,,,,
P1707,Male,,,,,གཏེར་ཆེན་མ་ཏི་རཏྣ།,,,བློ་གྲོས་རིན་ཆེན།,མ་ཏི་རཏྣ།,,,,,,,,,,,,,,,,,,,,,
P8LS13673,,,,,,བརྩེ་ལྡན་དར་མ་རྒྱལ་མཚན།,,,དར་མ་རྒྱལ་མཚན།,,,,,,,,,,,,,,,,,,,,,,
P1KG1463,Male,,,,,བློ་བཟང་ཡོན་ཏན།,,lobzang yonten,སྤེལ་གོང་བློ་བཟང་ཡོན་ཏན།,,,,,,,,,,,,,,,,,,,,,,
P2JM19,,,,,,གསལ་བའི་རྒྱན།,,,བདེ་བ་གསལ་མཛད།,,,,,,,,,,,,,,,,,,,,,,
P4CN11883,,,,,,དུད་བླ་བུ་ཆུང་།,,,,,,,,,,,,,,,,,,,,,,,,,
P11MS230,,1888,1919,,,གྲགས་པ་བློ་གྲོས།,,,,,,,,,,,,,,,,,,,,,,,,,
P8LS12659,,,,,,བྱམས་པ་རིག་འཛིན་རྒྱ་མཚོ།,,,སྤང་ལབ་རི་ཁྲོད་སྤྲུལ་སྐུ ༠༡,,,,,,,,,,,,,,,,,,,,,,
P9946,Male,,,,,ལྷ་དབང་བློ་གྲོས།,,,,,,,,,,,,,,,,,,,,,,,,,
P4228,Female,,,,,འདན་མ་བཟའ་རྟ་མགྲིན་སྐྱིད།,,,རྟ་མགྲིན་སྐྱིད།,,,,,,,,,,,,,,,,,,,,,,
P7431,Male,1958,,,,རེབ་གོང་རྡོ་རྗེ་མཁར།,,,རྡོ་རྗེ་མཁར།,,,,,,,,,,,,,,,,,,,,,,
P1070,Male,,,,,ཁང་གསར་ཏི་ཤྲཱི་སངས་རྒྱས་དཔལ།,,,སངས་རྒྱས་དཔལ།,,,,,,,,,,,,,,,,,,,,,,
P8LS13084,,,,Sakya,Q650035,སློབ་དཔོན་ཡེ་ཤེས་བཟང་པོ།,,,ཡེ་ཤེས་བཟང་པོ།,,,,,,,,,,,,,,,,,,,,,,
P1KG26066,,1979,,,,ཨ་འདུས་སྐལ་བཟང་རྒྱ་མཚོ།,,,སྐལ་བཟང་རྒྱ་མཚོ།,,,,,,,,,,,,,,,,,,,,,,
P1KG18655,,,,,,ཐུང་ཧོའེ་ཀྲོའུ།,童怀周,,,,,,,,,,,,,,,,,,,,,,,,
P8523,Male,1728,1790,Nyingma,Q848771,ཀརྨ་བཀྲ་ཤིས།,,Karma Tashi,ཀརྨ་སྐུ་ཆེན ༠༡,ཀརྨ་ཆོས་དཔལ་བཟང་པོ།,དཔལ་ཡུལ་གདན་རབས ༠༤,,,,,,,,,,,,,,,,,,,,
P195,Male,,,,,ས་སྐྱ་འདུལ་འཛིན་བྱམས་པ་ཆོས་འཕེལ།,,,བྱམས་པ་ཆོས་འཕེལ།,,,,,,,,,,,,,,,,,,,,,,
P0ER0005,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P1KG23630,,,,,,གཡུ་སྒང་འོད་ཟེར།,,,,,,,,,,,,,,,,,,,,,,,,,
P9070,Male,,,,,སེངྒེ་རྒྱལ་མཚན།,,,,,,,,,,,,,,,,,,,,,,,,,
P30,Male,,,,,མཆོག་གྲུབ་དཀར་པོ།,,,,,,,,,,,,,,,,,,,,,,,,,
P10541,Male,,,,,འོད་ཟེར་སྟོན་པ།,,,,,,,,,,,,,,,,,,,,,,,,,
P9527,Male,,,,,སེ་མདའ་སྤྲུལ་སྐུ་ཨོ་རྒྱན་བསྟན་འཛིན།,,,ཨོ་རྒྱན་བསྟན་འཛིན།,,,,,,,,,,,,,,,,,,,,,,
P4524,Male,,,,,མཁན་པོ་སྤྲུག་གཅེར་བ།,,,སྤྲུག་གཅེར་བ།,,,,,,,,,,,,,,,,,,,,,,
P8LS13008,,,,,,ལྷུན་གྲུབ་བསྟན་འཛིན།,,,ལྷོ་རྫོང་སེ་ཕུ་རི་ཁྲོད་སྤྲུལ་སྐུ ༠༢,,,,,,,,,,,,,,,,,,,,,,
P3076,Male,,,,,བྱ་སྒང་པ་བསོད་ནམས་བསྟན་འཛིན།,,,བྱ་ཁང་པ་བསོད་ནམས་རིན་ཆེན།,བསོད་ནམས་བསྟན་འཛིན།,,,,,,,,,,,,,,,,,,,,,
P1GS60371,Female,,,,,བསོད་ནམས་མཚོ་མོ།,,,,,,,,,,,,,,,,,,,,,,,,,
P4268,Male,,1728,,,ལུམ་པ་བཀྲ་ཤིས་རྒྱལ་པོ།,,,"བཀྲ་ཤིས་རྒྱལ་པོ,་ལུམ་པ་ནས།",,,,,,,,,,,,,,,,,,,,,,
P3JM96,,,,,,བསོད་ནམས་ཆོས་འཕེལ།,,,,,,,,,,,,,,,,,,,,,,,,,
P1198,Male,,,,,ལྷ་སྡེ་དགེ་བ་ཡོན་ཏན།,,,དགེ་འདུན་ཡོན་ཏན།,,,,,,,,,,,,,,,,,,,,,,
P2KG228975,,,,,,ཚངས་ཐིག,,,,,,,,,,,,,,,,,,,,,,,,,
P10621,Male,,,,,ཞང་ཞུང་པ་རྡོ་རྗེའོད་ཟེར།,,,རྡོ་རྗེ་འོད་ཟེར།,,,,,,,,,,,,,,,,,,,,,,
P2783,Male,,,,,རི་ཁྲོད་རས་ཆེན་སངས་རྒྱས་སེངྒེ,,,སངས་རྒྱས་སེངྒེ,རི་ཁྲོད་རས་ཆེན།,བྱ་བྲལ་རི་ཁྲོད་རས་ཆེན།,,,,,,,,,,,,,,,,,,,,
P1KG20972,,1928,,,,,,gene sharp,"sharp, gene",,,,,,,,,,,,,,,,,,,,,,
P5389,Male,,,,,རྫ་བཟོ་དབུ་ཆེན་དཀོན་མཆོག་ཤེས་རབ།,,,དཀོན་མཆོག་ཤེས་རབ།,,,,,,,,,,,,,,,,,,,,,,
P646,Male,1550,1603,Rime,Q1571776,བྱང་བདག་བཀྲ་ཤིས་སྟོབས་རྒྱལ།,,,བཀྲ་ཤིས་སྟོབས་རྒྱལ།,ཀརྨ་གུ་རུ་བཀྲ་ཤིས་སྟོབས་རྒྱལ།,དབང་པོའི་སྡེ།,,,,,,,,,,,,,,,,,,,,
P2682,Male,,,,,བསོད་ནམས་རིན་ཆེན།,,,,,,,,,,,,,,,,,,,,,,,,,
P4CZ15282,,,,,,མཁན་པོ་བི་ཛ་ཡ་ཤྲཱི་དྷ་ར།,,,བི་ཛ་ཡ་ཤྲཱི་བྷ་ར།,,,,,,,,,,,,,,,,,,,,,,
P8LS13557,,,,,,སློབ་དཔོན་ནེ་ཙོ་བ་ཆོས་དཔལ་རྒྱལ་མཚན།,,,ཆོས་དཔལ་རྒྱལ་མཚན།,,,,,,,,,,,,,,,,,,,,,,
P2KG209861,,1907,1959,Geluk,Q319218,བདེ་ཐང་མཁན་ཆེན་བློ་བཟང་ཆོས་ཀྱི་ཉི་མ་གཞན་ཕན་འཕྲིན་ལས་དགེ་ལེགས་རྒྱ་མཚོ།,,,བློ་བཟང་ཆོས་ཀྱི་ཉི་མ་གཞན་ཕན་འཕྲིན་ལས་དགེ་ལེགས་རྒྱ་མཚོ།,བདེ་ཐང་མཁན་ཆེན།,,,,,,,,,,,,,,,,,,,,,
P5161,Male,1846,,DrukpaKagyu,Q784270,བདེ་ཆེན་ཆོས་འཁོར་ཡོངས་འཛིན ༠༦་ཡེ་ཤེས་སྣང་བ།,,,བདེ་ཆེན་ཆོས་འཁོར་ཡོངས་འཛིན ༠༦,ཡེ་ཤེས་སྣང་བ།,,,,,,,,,,,,,,,,,,,,,
P2DB6814,,1884,1952,Geluk,Q319218,འཇམ་དབྱངས་བསྟན་འཛིན།,,,འཇམ་དབྱངས་སྨན་ཕྲུག,,,,,,,,,,,,,,,,,,,,,,
P9787,Male,,,,,བསོད་ནམས་ཚེ་རིང་།,,,,,,,,,,,,,,,,,,,,,,,,,
P3226,Male,,,,,དམར་བརྩོན་འགྲུས་རྡོ་རྗེ།,,,བརྩོན་འགྲུས་རྡོ་རྗེ།,,,,,,,,,,,,,,,,,,,,,,
P1KG517,Male,,,Nyingma,Q848771,ཤེས་རབ་རྒྱ་མཚོ།,,,,,,,,,,,,,,,,,,,,,,,,,
P2282,Male,,,,,པཎ་ཆེན་ན་བཟའ་བ།,,,ན་བཟའ་བ།,,,,,,,,,,,,,,,,,,,,,,
P4418,Male,,,,,ལོ་ཙཱ་བ་ཚུལ་ཁྲིམས་གཞོན་ནུ།,,,གཞོན་ནུ་ཚུལ་ཁྲིམས།,,,,,,,,,,,,,,,,,,,,,,
P8LS75301,,,,,,ཆོས་འཕེལ།,,,,,,,,,,,,,,,,,,,,,,,,,
P8631,Male,,,,,རྒྱལ་སྲས ༠༥་ཆོས་དབྱིངས་རང་གྲོལ།,,,རྒྱལ་སྲས ༠༥,ཆོས་དབྱིངས་རང་གྲོལ།,,,,,,,,,,,,,,,,,,,,,
P2GS1102,,,,DrukpaKagyu,Q784270,ཅོག་གྲྭ་པ་དབུ་མཛད་རིན་ཆེན་འབྲུག་རྒྱས།,,,རིན་ཆེན་འབྲུག་རྒྱས།,དབུ་མཛད་རིན་ཆེན་འབྲུག་རྒྱས།,,,,,,,,,,,,,,,,,,,,,
P6228,Female,,,,,ལྡན་མ་འཇམ་དབྱངས་ཚུལ་ཁྲིམས།,,,,,,,,,,,,,,,,,,,,,,,,,
P3789,Male,,,,,སྟག་གེ་སྤྲུལ་སྐུ ༠༡་ངག་དབང་དགེ་འདུན་བསྟན་འཛིན།,,,སྟག་གེ་པཎཌི་ཏ་ངག་དབང་དགེ་འདུན་བསྟན་འཛིན།,ངག་དབང་དགེ་འདུན་བསྟན་འཛིན།,སྟག་གེ་སྤྲུལ་སྐུ ༠༡,རོང་པོ་རྒྱུད་པ་ཁྲི ༡༠,,,,,,,,,,,,,,,,,,,
P8323,Male,1861,1941,,,ཉི་དབང་མགོན་པོ།,,"tagore, rabindranath",,,,,,,,,,,,,,,,,,,,,,,
P6358,Male,1890,,Nyingma,Q848771,མང་བཟའ་བླ་མ་བསོད་ནམས་རྒྱ་མཚོ།,,,བསོད་ནམས་རྒྱ་མཚོ།,ངག་དབང་བསྟན་འཛིན།,,,,,,,,,,,,,,,,,,,,,
P10577,Male,,,KarmaKagyu,Q785447,སངས་རྒྱས་མཉན་པ ༠༦་སྒྲུབ་བརྒྱུད་བསྟན་དར།,,,སངས་རྒྱས་མཉན་པ ༠༦,སྒྲུབ་བརྒྱུད་བསྟན་དར།,,,,,,,,,,,,,,,,,,,,,
P8LS15068,,,,,,ཕུང་པོ་ལེན།,,,,,,,,,,,,,,,,,,,,,,,,,
P8940,Male,,,,,ཡོ་བ་ནམ་མཁའ་དཔལ།,,,ནམ་མཁའ་དཔལ།,,,,,,,,,,,,,,,,,,,,,,
P11MS163,,,,,,ལྡོང་སྒོམ་ཞིག་པོ།,,Donggom Zhikpo,,,,,,,,,,,,,,,,,,,,,,,
P4CZ364106,,,,,,ཁམས་སངས་བན་དེ་མཁར།,,,བན་དེ་མཁར།,,,,,,,,,,,,,,,,,,,,,,
P6555,Male,,1164,,,ཧབ་ཇོ་སྲས།,,,,,,,,,,,,,,,,,,,,,,,,,
P2716,Male,,,,,སྤྲུལ་སྐུ་བསྟན་འཛིན་རྒྱལ་པོ།,,,འགྲོ་མགོན་བསྟན་འཛིན་རྒྱལ་པོ།,བསྟན་འཛིན་རྒྱལ་པོ།,,,,,,,,,,,,,,,,,,,,,
P6156,Male,,,,,ལོ་པ་སྤྱན་སྔ་ཆོས་ཀྱི་གྲགས་པ།,,,ཆོས་ཀྱི་གྲགས་པ།,,,,,,,,,,,,,,,,,,,,,,
P10053,Male,,,,,ཁང་སར་བསོད་ནམས་འཆི་མེད།,,,བསོད་ནམས་འཆི་མེད།,,,,,,,,,,,,,,,,,,,,,,
P8LS75366,,,,,,རྔ་བ་བློ་བཟང་འཇམ་དཔལ།,,,བློ་བཟང་འཇམ་དཔལ།,,,,,,,,,,,,,,,,,,,,,,
P8LS4338,,,,,,ལྷ་འཇིག་རྟེན་དབང་ཕྱུག,,Lhagyari Jikten Wangchuk,འཇིག་རྟེན་དབང་ཕྱུག,ཨེ་ལྷ་རྒྱ་རི་ཁྲི་ཐོག ༠༥་འཇིག་རྟེན་དབང་ཕྱུག,,,,,,,,,,,,,,,,,,,,,
P7410,Male,1957,,,,འབུམ་སྐྱབས།,,,,,,,,,,,,,,,,,,,,,,,,,
P6860,Male,,,Kagyu,Q471187,རྣམ་སྲས་གླིང་ཞྭ་དམར ༠༤་གར་དབང་ཀརྨ་མཁས་གྲུབ།,,,གར་དབང་ཀརྨ་མཁས་གྲུབ།,,,,,,,,,,,,,,,,,,,,,,
P1604,Male,,,Sakya,Q650035,རོང་པོ་བློ་བཟང་ཆོས་དར།,,,བློ་བཟང་ཆོས་དར།,,,,,,,,,,,,,,,,,,,,,,
P1KG86197,,,,,,ཚུལ་ཁྲིམས་རྒྱ་མཚོ།,,,འདས་ལོག་ཚུལ་ཁྲིམས་རྒྱ་མཚོ།,,,,,,,,,,,,,,,,,,,,,,
P2JM238,,,,,,ཀཿ་ཐོག་བླ་མ་ངག་དབང་ཕྲིན་ལས།,,,ཉི་མ་ལུང་མཁན་རབས ༠༢,ངག་དབང་ཕྲིན་ལས།,,,,,,,,,,,,,,,,,,,,,
P9814,Male,,,,,སྨོན་སྐྱིད་བསོད་ནམས་རྡོ་རྗེ།,,,བསོད་ནམས་རྡོ་རྗེ།,,,,,,,,,,,,,,,,,,,,,,
P8LS15438,,,,,,ཨོ་རྒྱན་གྱི་དགེ་སློང་མ།,,,,,,,,,,,,,,,,,,,,,,,,,
P9420,Male,,,Geluk,Q319218,བྱང་རྩེ་མཁན་སྤྲུལ་དགེ་འདུན་བསྟན་འཛིན།,,,རོང་པོ་དགོན་ཆེན་གདན་རབས ༢༥,དགེ་འདུན་བསྟན་འཛིན།,,,,,,,,,,,,,,,,,,,,,
P8LS13352,,1985,,Geluk,Q319218,འཇམ་དབྱངས་ཐུབ་བསྟན་རྒྱ་མཚོ།,,,སྟོབས་ལྡན་ཚང ༠༦,,,,,,,,,,,,,,,,,,,,,,
P2JM488,,,,,,ར་ཉག་དཔལ་སྤྲུལ།,,,,,,,,,,,,,,,,,,,,,,,,,
P5328,Male,,,,,ཅིན་སུ་ཛུག་ཏུ་ནོ་མོན་ཧན།,,,ཅིན་སུ་ཛུག་ཏུ་བློ་བཟང་བསྟན་དར་དབང་ཕྱུག,བློ་བཟང་བསྟན་དར་དབང་ཕྱུག,,,,,,,,,,,,,,,,,,,,,
