BDRC_ID,PlaceType,label_bo,label_zh-hans,label_en,label_zh-pinin,label_mn-x-trans,alias_bo,alias_zh-hans,alias_en,alias_zh-pinin,alias_mn-x-trans,Latitude,Longitude,FoundedOn,ConvertedOn
G1KR2006,monastery,ཁ་པའི་བསམ་གྲུབ་བོན་དགོན།,桑周寺,,,,,,,Sangzhou Si,,34.12888,103.51142,1395,
G1917,monastery,བྲག་དཀར་སྤྲེལ་རྫོང་དགོན།,赛宗寺,,,,ཐོས་བསམ་ཡོན་ཏན་དར་རྒྱས་གླིང་།,扎嘎者宗托桑云丹达吉林,,saizong si,,35.50984,99.80158,1880,
G1KR86,monastery,ཀམ་ཀྱོ་དགོན།,干木足寺,,,,ཀམ་ཀྱོ་ལྷུན་གྲུབ་དགོན།,,,Gan mu zu si,,31.88099,102.48495,,
G1KR2327,monastery,ཅན་འཁོར་ཟོ།,尖科寺,,,,,,,jianke si,,36.08823,102.54711,1810,
G3961,monastery,དགེ་གོང་དགོན་པ།,格贡寺,,,,,,,gegong si,,33.23333,98.06667,1625,
G4583,monastery,ན་མོ་དགོན།,娜木寺,,,,,,,namu si,,29.95138,91.07440,1150,
G3JT12538,printery,ཧུ་རེའི་པར་ཁང་།,,,,,,,,,,,,,
G2GS1292,monastery,བསམ་གཏན་གླིང་།,,,,,སྐྱིད་གྲོང་བསམ་གཏན་གླིང་།,,,,,,,,
G4916,monastery,གདོང་སྐོར་དགོན་པ།,,,,,,,,,,,,,
G3963,monastery,དྲན་ཐང་རི་ཁྲོད།,,,,,,,,,,,,,
G1KR1951,monastery,,,,,,,,,,,34.80466,103.15081,,
G1KR1057,monastery,,仲让寺,,,,,多丁寺,,Duoding si,,32.33333,97.86667,,
G1KR2595,monastery,སེང་ལྡང་དགོན།,桑当寺,,,,སེང་ལྡང་གསང་སྔགས་བསྟན་པའི་དགོན་པ།,,,sangdang si,,35.51000,100.01102,1916,
G1KR759,monastery,,,,Dianzha Erche,,,,,,,28.16667,100.85000,,
G3JT12422,monastery,ཁ་གྱའི་སྒར་རྙིང་དགོན།,,,,,,,,,,,,,
G4602,monastery,རྐྱང་རག་དགོན།,江热寺,,,,,,,jiangre si,,30.53510,91.12147,1750,
G1665,monastery,ཁྲོ་ཚང་དགོན།,措通寺,,,,ཁྲོ་ཚང་དར་རྒྱས་དགོན་པ།,,,cuotong si,,32.30000,98.93333,0950,
G3672,monastery,ཆུ་ཤོད་དགོན།,,,,,,,,,,,,,
G1588,monastery,ཞི་བ་དགོན།,俄沃寺,,,,ཉག་རོང་ཞི་བ་དགོན།,,,ewo si,,31.10000,100.30000,1225,
G1881,monastery,ཆབ་ཆ་དགོན་གསར།,,,,,བཀྲ་ཤིས་ཐེག་མཆོག་གླིང་།,,,,,,,,
G1KR998,monastery,རྡོ་ཕུ་དགོན།,多普寺,,,,,,,duopu si,,31.56667,97.13333,,
G1KR191,monastery,ཡར་འགོ་དགོན།,,,,,བཀར་ཤིས་ལྷ་སྒང་དགོན།,在 阿坝州志 地名录中 - 有相近的羊高村 (Ya mgo grong tso) - 但是在 宗教史要 中 - 没有一个寺在垮山乡 - 而且无与此寺发音相近的寺.,,,,32.62948,101.52580,,
G1KR1269,monastery,,朗志寺,,,,,朗泽寺,,Langzhi si,,29.73333,97.78333,,
G1KR1564,monastery,བསམ་གྲུབ་དགོན་གསར།,桑珠贡萨寺,,,,,,,Samdrub Gonsar,,29.05000,87.63333,1500,
G2KR9,monastery,,,,Longquan si,Aryavalin agui,,龙泉寺,,,ariyabalu-yin agui,,,1287,
G1KR719,monastery,དབུ་ལོ་ལྷ་ཁང་།,乌鲁拉康,,,,,,,wu lu la kang,,29.03333,99.88333,,
G4763,monastery,རྫོང་རྩེ་དགོན།,,,,,,,,,,,,,
G1KR2916,monastery,ཅང་ཧྭོ་སྔགས་ཁང་།,江河俄康,,,,,,,jianghe e-kang,,37.33000,99.31000,1920,
G164,monastery,ཨ་མདོ་ཆུ་བཟང་དགོན།,却藏寺,Chubzang Gon,,,ཆུ་བཟང་དགོན་དགའ་ལྡན་མི་འགྱུར་གླིང་།,,,quezang si,,36.85000,102.05000,1649,
G2546,monastery,རྐང་ཚ་དཔོན་ཚང་ཞོལ་མའི་དགོན།,,,,,དགའ་ལྡན་བསམ་གཏན་གླིང་།,,,,,,,,
G1KR198,monastery,དགོན་སར་དགོན།,根沙寺,,,,དགའ་ལྡན་འཇམ་དབྱངས་གླིང་།,,,gensha si,,32.72454,102.04057,1580,
G1KR1459,monastery,རི་སྐོ་ཆོས་སྡེ།,日果曲德寺,Rikho Chode,,,རི་སྐོ༼?༽ ཆོས་སྡེ།,,,riguo qude si,,29.09416,92.16850,1600,
G1KR91,monastery,ཨོ་བུན་དགོན།,俄文寺,,,,,松岗俄文寺,,E wen si,,31.92164,102.10551,1400,
G3JT12527,printery,ཧཱུཾཿ་ཆེན་གླིང་པའི་པར་ཁང་།,,,,,ཧཱུཾཿ་ཆེན་གླིང་པའི་པར་མ།,,,,,,,,
G197,monastery,དྭགས་ལྷ་སྒམ་པོ།,达拉岗布寺,,,,རི་བོ་ཤཱན་ཏི།,岗布寺,,dala gangbu si,,29.13379,92.78193,1121,
G324,monastery,མུས་ཡ་མ་དགོན།,,,,,ཡ་མ་དགོན ༼མུས༽,,,,,,,,
G3477,monastery,མཁར་སྟེང་དགོན།,卡定寺,,,,མཁར་སྟེང་།,,,kading si,,28.48500,92.29427,1050,1450
G4911,monastery,འབྲོ་དགེ་དགོན་པ།,,,,,,,,,,,,,
G2LS518,monastery,འགོ་བཙུགས་དགོན།,果祖寺,,,,,,,,,30.65000,81.37000,1350,1750
G4005,monastery,རི་ཤུལ་དགོན།,日西寺,,,,ཨོ་རྒྱན་བསམ་གཏན་གླིང་།,,,rixi si,,29.13333,99.55000,,
G3842,monastery,འཁོར་ལོ་གདོང་དགོན།,柯洛洞寺,,,,བདེ་ཆེན་གསང་སྣགས་འཁོར་ལོ་གདོང་གི་དགོན་པ།,,,keluodong si,,31.75000,100.40000,1100,
G1KR822,monastery,གྲྭ་བཞི་དགོན།,扎希寺,,,,,,,Trapchi,,29.67682,91.13987,1250,1650
G364,monastery,གསུང་རབ་གླིང་།,嵩热林寺,,,,དོལ་གསུང་རབ་གླིང་།,,,songrelin si,,29.19336,91.17297,1350,1650
G1KR1876,monastery,,马尔崩寺,,,,,,,Ma'erbeng si,,29.33333,95.28333,,
G1PD96099,monastery,དགོན་པ་ཟི།,官巴寺,,,,,官巴寺,,guanba si,,36.38330,101.99294,,
G4472,monastery,སེམས་ཉིད་དགོན།,仙米寺,,,,དགའ་ལྡན་དར་རྒྱས་གླིང་།,显明寺,,xianming si,,37.28000,102.00000,1584,
G4033,monastery,གསེར་རི་དགོན།,,,,,,,,,,,,,
G3JT12525,printery,ཨ་མཆོག་དགོན་དགའ་ལྡན་ཆོས་འཁོར་གླིང་གི་པར་ཁང་།,,,,,ཨ་མཆོག་བདེ་མོ་ཐང་དགའ་ལྡན་ཆོས་འཁོར་གླིང་གི་པར་ཁང་།,,,,,,,,
G1KR1177,monastery,སྒང་རུ་དར་རྒྱས་དགོན།,达吉寺,,,,,白邓寺,,daji si,,31.603259,95.123030,1310,
G1KR2483,monastery,ཁྱིལ་ཁུག་སྔགས་ཁང་།,曲沟经堂,,,,,,,qugou jingtang,,36.28000,100.61000,1943,
G1KR384,monastery,གཞུ་རིང་དགོན།,黑金寺,,,,,,,hei jin si,,31.21667,100.83334,1658,
G3252,monastery,བཻ་རོ་དགོན།,比如寺,,,,བཻ་རུ་དགོན།,巴古比如字那寺,,biru si,,29.41764,90.23802,0750,
G3CN11542,monastery,གད་སེར་དགོན་པ།,凯塞寺,Gayser Monastery,,,གད་སེར་སྒྲུབ་སྡེ།,,,,,28.90200,89.53000,,
G1KR2515,monastery,ཏོས་རྒན་ནག་སྒར།,迪干寺,,,,,地干寺,,digan si,,35.25998,100.57308,1935,
G503,monastery,ཀོང་པོ་ཐང་འབྲོག་གྲྭ་ཚང་།,,,,,ཐང་འབྲོག་གྲྭ་ཚང ༼ཀོང་པོ༽,,,,,,,,
G1KR1267,monastery,,乌鸦寺,,,,,乌雅寺,,Wuya si,,29.73333,97.78333,,
G246,monastery,ལྷ་རྩེ་དགའ་ལྡན་ཆོས་གླིང་།,拉孜寺,Ganden Woseling,,,དགའ་ལྡན་འོད་གསལ་གླིང་།,,,laza si,,29.15000,87.68333,1250,
G4CZ367171,monastery,ཁྲིག་དགོན།,,,,,ཁྲིག་རྩེ་དགོན།,,,,,,,1430,
G3JT12608,printery,དགའ་བ་ལུང་དགོན་གྱི་པར་ཁང་།,,,,,རྡོ་དུང་དགོན་པའི་པར་ཁང་།,,,,,,,,
G2LS551,monastery,གསེར་གཏི་དགོན།,色底当曲林寺,,,,དམ་ཆོས་གླིང་དགོན།,,,sedi dangqulin si,,32.21667,79.35000,1650,
G2425,monastery,ཁ་སྦུག་དགོན།,,,,,,,,,,,,,
G2CN11100,monastery,སྨྱུག་ལ་ལེགས་བཤད་གླིང་།,,,,,རིན་ཆེན་རི་བོ་ལེགས་བཤད་གླིང་།,,,,,,,,
G1857,monastery,སྟོང་ཆེ་རྒྱ་ཐང་ལྷ་ཁང་།,,,,,རྒྱ་ཐང་ལྷ་ཁང ༼སྟོང་ཆེ༽,,,,,,,,
G1KR683,monastery,གནས་སྒོ་དགོན།,列戈寺,,,,,,,liege si,,29.83333,99.76667,1164,
G4379,monastery,དཀར་ཆུང་དགོན་པ།,,,,,དཀར་ཆུང་ལྷ་ཁང་།,,,,,,,0798,
G1687,monastery,པད་སྙིང་དགོན།,白尼寺,,,,སྡེ་དགེ་པད་སྙིང་དགོན།,,,beini si,,32.40000,99.05000,1600,
G1801,monastery,གླང་འབུད་དགོན།,浪本寺,,,,,,,langben si,,32.95000,100.71000,1943,
G3090,monastery,སྒོ་མང་དགོན།,各莫寺,,,,སྒོ་མང་དགོན ༼བཤད་སྒྲུབ་འཕེལ་རྒྱས་གླིང༽,格莫寺,,Ge mo si,,33.00094,101.60638,1791,
G3953,monastery,མགོ་ཚྭ་དགོན།,俄查寺,,,,,,,e cha si,,32.58333,98.88333,1182,
G3721,monastery,དབང་མདའ་ནག་སྒར།,,,,,,,,,,,,,
G1KR1977,monastery,ཨོང་གསུམ་དགོན།,巴楞寺,,,,ཨོང་གསུམ་དགོན་དགའ་ལྡན་ཚོགས་འཕེལ་གླིང་།,,,baleng si,,33.60744,104.51360,1694,
G303,monastery,བསྟན་རྒྱས་གླིང་།,丹杰林寺,,,,,丹结林,,danjielin,,29.65446,91.12784,1763,
G4282,monastery,རོབ་གཏེ་གཡོ་དགོན།,,,,,,,,,,,,,
G4244,monastery,གངས་ཅན་ཆོས་འཕེལ།,,Kangchen Chopel,,,གངས་ཆེན་ཆོས་འཕེལ།,,,,,,,,
G1KR424,monastery,རི་བྲག་དགོན།,日绕寺,,,,,,,ri rao si,,31.65000,100.16666,1775,
G4029,monastery,ཨོཾ་བརྒྱའི་དགོན།,翁佳寺,,,,གནས་མཆོག་ཨོཾ་བརྒྱ།,神仙园地,,shenxian yuandi,,28.71667,99.28333,1497,
G2257,monastery,འགོ་འཛུགས་དགོན།,,,,,,,,,,,,,
G1KR1286,monastery,མདངས་འཕྱར་དགོན།,当恰寺,,,,མདངས་འཆར་དགོན།,,,dangqia si,,29.658378,97.409852,,
G1KR1913,monastery,རིག་ལྡན་དགའ་ཚལ་དགོན།,柔旦尕擦寺,,,,པཎ་ཆེན་མ་ཎི་ཁང་།,,,roudan gaca si,,37.23333,102.80000,1985,
G4824,monastery,རྒན་རྒྱ་རྩེ་ཞིག་དགོན།,甘加佐海寺,Tsezhik,,,རྒན་རྒྱ་རྩེ་ཞིག་གཡུང་དྲུང་བོན་བསྟན་འཕེལ་རྒྱས་གླིང་།,甘加佐海苯教寺,,ganjia zuohai si,,35.38190,102.57130,1050,
G3768,monastery,བྲག་གཡབ་བུ་དགོན།,,,,,དགེ་ལྡན་བཤད་སྒྲུབ་ཆོས་འཁོར་གླིང་།,,,,,30.574088,97.973817,1652,
G1KR1078,monastery,,西泊寺,,,,,,,Xipo si,,30.88333,98.25000,,
G3122,monastery,ལྷ་གདོང་དགོན།,,,,,གཙང་ལྷ་གདོང་དགོན།,,,,,,,,
G1KR1179,monastery,བདེ་ཆེན་རབ་རྒྱས་གླིང་།,查仲德钦绕吉林寺,,,,,日玛噶桑林寺,,Rimaga sanglinsi,,31.60000,95.08334,,
G4960,monastery,དགེ་ལྡན་བསྟན་པ་འཕེལ་རྒྱས་གླིང་།,阿拉腾德令哈寺,,,,དགེ་ལྡན་བསྟན་པ་འཕེལ་རྒྱས་གླིང་།,,,alateng deha si,,37.47818,96.97616,1908,
G1KR1290,monastery,རབ་པ་དགོན།,若巴寺,,,,,绕巴寺,,ruoba si,,29.608803,97.485399,,
G2071,monastery,ཕུ་པ་མོ་དགོན།,,,,,,,,,,,,,
G1KR781,monastery,,大宝寺,,,,,孜夏寺,,Dabao si,,27.83333,99.70000,1660,1674
G4666,monastery,འབོམ་བུ་དགོན་པ།,,,,,འབྲོམ་བུ་དགོན་པ།,,,,,,,,
G1KG15803,monastery,རྣམ་གྲོལ་གླིང་།,,,,,རྣམ་གླིང་གསེར་གྱི་ལྷ་ཁང་།,,,,,,,,
G3JT12602,printery,ཙཱ་འདྲ་རིན་ཆེན་བྲག་གི་པར་ཁང་།,,,,,,,,,,,,,
G1KR1327,monastery,,扎麦寺,,,,,宗西乡扎麦寺,,Zhamai si,,29.95000,98.71667,,
G1639,monastery,དུང་ཁྲིའི་སྟོང་ཆོས་གྲྭ།,,,,,ཉག་རོང་དུང་ཁྲིའི་སྟོང་ཆོས་གྲྭ།,,,,,,,,
G2GS1264,monastery,མུ་གུ་ལུང་དགོན།,木古隆寺,Mugulung Gon,,,མང་མཁར་མྱུ་གུ་ལུང་དགོན།,,,mugulong si,,29.01667,87.65000,1043,1500
G00JR3353,monastery,ཧེ་མི་དགོན།,,Hemis Monastery,,,ཧེ་མི་བྱང་ཆུབ་ཆོས་གླིང་།,,,,,33.912785,77.702627,,
G2359,monastery,བླ་འབྲིང་ཆོས་སྡེ།,,Lading Chode,,,,,,,,,,,
G2CN11060,monastery,ཁྱེན་མ་སྟེང་།,,,,,བྱར་སྤུང་ཁྱེན་མ་སྟེང་།,,,,,,,,
G1KR1985,monastery,རྒྱ་མཁར་ཐང་དགོན།,甲嘎尔塘寺,,,,རྒྱ་མཁར་ཐང་དགའ་ལྡན་དར་རྒྱས་གླིང་།,甲嘎尔塘甘丹达吉林寺,,jiaga'ertang si,,33.52818,104.50942,1851,
G3158,monastery,འགར་རྩེ་དགོན།,,,,,འགར་རྩེ་དགོན་ཐུབ་བསྟན་ཆོས་འཁོར་གླིང་།,,,,,,,,
G313,monastery,དགེ་ལྡིང་དགོན།,,,,,ཤབས་དགེ་སྡིངས།,,,,,,,,
G2639,monastery,བྲག་སེར་དགོན།,邦赛寺,,,,བག་སེར་དགོན།,,,babgsai si,,,,,
G1KR1644,monastery,བྱ་དུར་དགོན།,甲土寺,Jadur,,,ཇ་དུར་དགོན ?,,Samtenling,jiatu si,,28.43333,85.33334,1700,
G1KR841,monastery,བཞི་སྡེ་དགོན།,希德寺,,,,བཞི་སྡེ་དགའ་ལྡན་བསམ་གཏན་གླིང་།,席德寺,,xide si,,29.65655,91.12834,1755,
G2498,monastery,རྟ་འོན་དགོན།,,,,,,,,,,,,,
G4435,monastery,ཆོས་ལུང་དགོན།,,,,,,,,,,,,,
G2CN10846,printery,གོ་བོ་ཁམས་ཚན་གྱི་པར་ཁང་།,,,,,,,,,,,,,
G499,monastery,ཅང་ཅུང་གྲྭ་ཚང་།,,,,,,,,,,,,,
G4440,monastery,སྲིད་རྒྱལ་དགོན།,,,,,,,,,,,,,
G54,monastery,སྤུངས་ཐང་བདེ་བ་ཅན།,,punakha,,,,,,,,27.690400,89.887941,,
G1KR1254,monastery,,新贡寺,,,,,格寺,,Ge si,,30.25000,97.26667,,
G2596,monastery,འབའ་དགོན།,巴干寺,,,,,,,bagan si,,33.13572,97.33001,1750,
G2GS1308,monastery,ལ་ཁ་དགོན།,,,,,དགའ་ལྡན་རི་བོ་ཆོས་འཕེལ།,,,,,,,,
G2KR87,monastery,,,,Huifeng si,Malchin süm,,慧丰寺,,,Malcin süme,,,1650,
G2051,monastery,དབུ་རུ་ཀ་ཚལ་ལྷ་ཁང་།,噶才寺,,,,ཀ་ཚལ་མི་འགྱུར་ལྷ་ཁང་།,,,gacai si,,29.86472,91.75600,0650,
G3JT12620,printery,དགའ་ལྡན་འཕེལ་རྒྱས་གླིང་གི་པར་ཁང་།,,,,,རི་རྫོང་དགོན་པའི་པར་ཁང་།,,,,,,,,
G211,monastery,ངོར་དགོན་པ།,俄尔寺,Ngor Evam Choden,,,ཨེ་ཝཾ་ཆོས་ལྡན།,艾旺却丹寺,,aiwang quedan si,,29.11667,88.81667,1429,
G2KG1681,monastery,སྤུ་བྲག་དགོན།,,,,,སྤུག་བྲག་དགོན།,,,,,,,,
G2697,monastery,བུ་རྒྱུད་ཤོག་དགོན་པ།,布居肖寺,,,,,,,bujuxiao si,,35.02548,96.37331,1925,
G1KR1173,monastery,མ་རྫོང་དགོན།,玛宗寺,,,,,,,mazong si,,31.578514,95.210394,1774,
G1KR1739,monastery,,贡欧寺,,,,,贡寺,,Gong si,,31.65000,94.30000,,
G2CN11085,monastery,འཆད་ཁ་དགོན།,,,,,འཕན་ཡུལ་འཆད་ཁ་དགོན།,,,,,29.5117,91.1543,,
G183,monastery,སྒང་སྟེང་དགོན་པ།,,Gangteng Gonpa,,,སྒང་སྟེང་སྔ་འགྱུར་མདོ་སྔགས་ཐོས་བསམ་རབ་རྒྱས་གླིང་།,,,,,,,,
G3476,monastery,ལུང་ར་ཆེན་མོ།,,,,,གཉལ་ལུང་ར་ཆེན་མོ།,,,,,,,,
G1KR2694,monastery,བསམ་འགྲུབ་དགོན་པ།,桑主寺,,,,འཛོམ་ཉག་བསམ་འགྲུབ་དགོན།,桑周寺,,sangzhu si,,33.19773,96.79888,1150,
G3043,monastery,ཉི་ལྡིང་དགོན།,,,,,ཉི་སྡིང་དགོན།,,,,,,,1460,
G1KR2500,monastery,ཐེབ་རྒྱ་ཉིན་མཐའ་མའི་དགོན་པ།,铁卜加寺,,,,,铁卜加宁它麻寺,,tiepu jia si,,37.07277,99.31949,1925,
G2693,monastery,འདམ་བླ་ཚང་།,当拉仓寺,,,,འདམ་བླ་ཚང་།,达拉仓寺,,dalacang si,,33.06505,94.22137,1742,
G1PD95979,monastery,ཀོང་ལུང་ཟི།,广隆寺,,,,,广龙寺,,guanglong si,,36.33319,102.79606,1395,
G2713,monastery,གནམ་ཕུ་དགོན།,囊朴寺,,,,,,,nangpu si,,33.45048,96.63045,1300,
G1KR2549,monastery,མི་ཉག་མགོན་ཁང་།,大佛寺,,,,,宏善寺,,hongshan si,,36.03000,101.41000,1368,
G1KR1108,monastery,,日朗寺,,,,,日郎寺,,Rilang si,,30.41667,98.88333,,
G4604,monastery,བཻ་རོ་དགོན།,,,,,,,,,,,,,
G3920,monastery,མཐའ་དམར་དགོན།,塘麻寺,,,,,,,tangma si,,30.50000,100.10000,,
G1KR2612,monastery,བྱ་མདོ་ཚ་རྔ་དགོན།,查那寺,,,,བཀྲ་ཤིས་ཆོས་འཕེལ་གླིང་།,沙那寺,,chana si,,35.94504,100.88690,1916,
G3JT12581,printery,ཀ་སྦུག་བདུད་འཇོམས་ཟངས་མདོག་དཔལ་རིའི་པར་ཁང་།,,,,,ཀ་སྤུག་བདུད་འཇོམས་ཟངས་མདོག་དཔལ་རིའི་པར་ཁང་།,,,,,,,,
G496,monastery,གཡང་ཆོས་དགོན།,,,,,གཡང་ཆོས་དགོན ༼གདོང་ཆོས༽,,,,,,,,
G1KR1880,monastery,,格当寺,,,,,,,Gedang si,,29.45000,95.65000,,
G1KR2040,monastery,སྒྱིས་ཚང་ནགས་རི་དགོན།,吉仓纳日寺,,,,ཕུན་ཚོགས་དགེ་འཕེལ་གླིང་།,,,jicang nari si,,34.65125,102.85521,1711,
G2KR60,monastery,,,,Dongda miao,Jegun sum,,东大庙,,Huifu si,jegun sum-e,,,1706,
G2436,monastery,ཆོས་རྫོང་དགོན།,,,,,,,,,,,,,
G2CN10875,printery,ཉི་མ་ལྕང་རའི་པར་ཁང་།,,,,,འབྲི་གུང་ཉི་མ་ལྕང་རའི་པར་ཁང་།,,,,,,,,
G1KR1626,monastery,གྲོ་མོ་ཆེ།,绰莫切寺,,,,,哲姆寺？,,Dromoche,,28.68333,89.86667,1050,1650
G2LS520,monastery,གླང་སྣ་དགོན།,朗纳寺,,,,,朗拿贡巴,,langna si,,30.78333,81.48333,1350,
G1KR1303,monastery,,扎那寺,,,,,岗达寺,,Gangda si,,29.05000,98.60000,,
G1751,monastery,ཁང་སར་ཇོ་ནང་དགོན།,,,,,ངེས་དོན་ཐེག་མཆོག་ཆོས་འཁོར་གླིང་།,,,,,,,,
G1KR2384,monastery,བེ་ཇང་དགོན་པ།,百京寺,,,,,,,baijing si,,37.95477,100.23000,1905,
G1KR2520,monastery,གོང་པ་སྔགས་ཁང་།,贡巴俄康,,,,གོང་པ་སྔགས་ཁང་གསང་སྔགས་དར་རྒྱས་གླིང་།,,,gongba ekang,,36.02296,101.46000,1591,
G2362,monastery,གསང་སྔགས་མཁར།,桑昂寺,Dechen Sang-ngak Khar,,,བདེ་ཆེན་གསང་སྔགས་མཁར།,德庆桑昂寺,,deqing sangang si,,29.67119,91.35907,1250,1450
G2256,monastery,རྒྱང་གྲགས་དགོན།,江扎寺,,,,,,,jiangzha si,,31.08000,81.18000,1350,
G00AG01621,monastery,ཡར་འབྲོག་ཡོན་པོ་དགོན།,,,,,,,,,,,,,
G3874,monastery,འཇའ་དགོན་པ།,,,,,འཇའ་དགོན་ཆོས་བསམ་གླིང་།,,,,,,,,
G1KR72,monastery,སྒོ་ཡག་དགོན།,俄尔雅寺,,,,སྒོ་ཡག་རི་ཕྱུག་དགོན།,在 宗教史要 中无相应的寺名 - 但在本真乡有同名的的大队,,E er ya si,,31.90837,102.19269,,
G1886,monastery,གྲོག་ཁ་སྔགས་ཁང་།,,,,,,,,,,,,,
G1PD96128,monastery,དཀར་བོ་བགོན།,尕吾寺,,,,དཀར་བོ་བཀྲ་ཤིས་ཕུན་ཚོགས་དགོན་པ།,尕如寺,,garu si,,36.12395,102.05000,1856,
G1KR1229,monastery,,泽琼寺,,,,,沙迦寺,,Shajia si,,30.56667,97.78333,,
G4052,monastery,བྲག་སྟེང་ཕུན་ཚོགས་གླིང་།,,,,,,,,,,,,,
G1666,monastery,རྫ་སྟེང་ཆེན་དགོན།,登青寺,,,,བསྟན་པ་འགྱུར་མེད་སྟེང་ཆེན་རྣམ་རྒྱལ་གླིང་།,,,dengqing si,,32.00000,99.48333,1061,
G1KR2730,monastery,གླིང་ཆེན་དགོན་པ།,龙青寺,,,,,安冲龙青寺,,longqing si,,33.46537,96.63644,1269,
G438,monastery,ཐེ་བོ་དགོན་པ།,,,,,,,,,,,,,
G1815,monastery,རྡོང་རྫོང་དགོན།,,,,,,,,,,,,,
G1KR220,monastery,ཆ་རོང་དགོན།,卡茸寺,,,,,,,Qia rong si,,34.09770,103.10610,,
G1KR50,monastery,མ་ངན་དགོན།,马安寺,,,,དམུ་རྡོ་མ་ངན་དགོན།,马鞍寺,,maan si,,31.05404,102.17049,1917,
G3746,monastery,འབྲེ་ཚེ་དགོན།,,,,,,,,,,,,,
G1KR1321,monastery,,嘎普寺,,,,,朱巴龙乡嘎普寺,,Gapu si,,29.78333,99.00000,,
G3JT12510,monastery,སེམས་རྟོགས་ཁ།,,,,,སྲིན་མོ་རྡོ་ཁ།,,,,,27.438432,89.669724,,
G4122,monastery,ཉ་མཚོ་དགོན།,灵雀寺,Nyatso Gonpa,,,ཉ་མཚོ་དགོན་ཐོས་བསམ་དར་རྒྱས་གླིང་།,尼措寺,,nicuo si,,30.98333,101.13333,1650,
G1KR1271,monastery,,果子寺,,,,,果左寺,,Guozi si,,30.01667,97.91666,,
G1KR109,monastery,ཐོད་མགོ་དགོན།,藤果寺,,,,,藤果寺 (在 宗教史要 中无此寺 - 但在松岗乡有藤果此地名,,Teng guo si,,31.87152,101.69199,,
G1KR1339,monastery,,帕然寺,,,,,克巴龙寺,,Baran si,,29.51667,98.58334,,
G1KR104,monastery,གྷོ་ལམ་དགོན།,,,,,རྣམ་རྒྱལ་གླིང་།,,,,,31.75228,102.08648,1218,
G4833,monastery,མཁར་མོ་ཆེ་དགོན་པ།,康木车寺,,,,མཁར་མོ་ཆེ་གསང་སྔགས་བདུད་འདུལ་གླིང་།,嗓俄合登朗/娘玛,,sang'e hedenglang / niangma,,34.84713,103.10162,,
G3840,monastery,མི་མྱ་དགོན།,木娘寺,,,,མེ་མེད་དགོན།,,,muniang si,,31.55000,100.88333,1125,
G1KR2493,monastery,གྱོག་ཁའི་སྔགས་ཁང་།,后菊花寺,,,,,后菊花俄康,,hou juhua si,,36.14993,100.89334,1944,
G433,monastery,གཙང་སྒར།,石藏寺,,,,,藏寺/什藏寺,,zang si/shizang si,,34.70993,100.94099,1765,
G1KR2462,monastery,ཧོར་དགོན།,和日寺,,,,ཧོར་དགོན་ཐེག་མཆོག་བཀྲ་ཤིས་གླིང་།,切更寺,,heri si,,35.21197,100.98000,1831,
G3816,monastery,ཁམས་དབུས་དགོན།,康翁寺,,,,,,,kangweng si,,30.76667,99.03333,1325,
G3520,monastery,རི་བོ་རྣམ་རྒྱལ།,日乌朗杰寺,,,,རི་རྣམ་དགོན།,,,,,29.20040,91.32371,1450,
G1KR55,monastery,ད་ཕན་དགོན།,达坪寺,,,,,大坪寺,,Da ping si,,31.53562,102.42271,1938,
G3470,monastery,གཉལ་གྲ་འོར།,,,,,,,,,,,,1111,
G1KR107,monastery,བན་དེ་ལུང་དགོན།,板灯寺,,,,,板凳龙寺 (州志2574）,,Ban deng si,,31.86152,101.72145,1926,
G1804,monastery,པཎ་ཆེན་དགོན།,班前寺,,,,,,,banqian si,,32.70000,100.88000,1701,
G2678,monastery,དཔལ་ཆུང་ཨ་མྱེ་དགོན།,阿乜寺,,,,,,,a-mie si,,33.18592,97.06322,1760,
G1PD96123,monastery,སྐྱ་ཡུས་དགོན་པ།,甲玉寺,,,,,,,jiayu si,,,,,
G2241,monastery,སྣུ་དྲག་ཐོང་མངོན་དགའ་དགོན།,,,,,,,,,,,,,
G1728,monastery,འབོས་ལམ་དགོན།,,,,,མགོ་ལོག་འབོས་ལམ་དགོན།,,,,,,,,
G2KR157,monastery,,,,Yanfu si,,,延福寺,,,,,,1750,
G770,monastery,དགའ་སེ་དགོན་སར།,,,,,,,,,,,,,
G1907,monastery,བོན་བརྒྱ་ཁྱུང་སྨན་དགོན།,王加本教活动点,Do-ngak Shedrub Mingrol Lhundrubing,,,བོན་བརྒྱ་ཁྱུང་སྨན་དགོན་མདོ་སྔགས་བཤད་སྒྲུབ་སྨིན་གྲོལ་ལྷུན་གྲུབ་གླིང་།,,,wangjia benjiao huodong dian,,35.31000,100.90000,,
G1KR729,monastery,རི་ངས་དགོན།,日然寺,,,,རི་ནཌ༼?༽ དགོན།,,,riran si,,29.10000,99.65000,,
G4265,monastery,སྦྱིན་འབར་དགོན།,,,,,,,,,,,,,
G3072,monastery,གསལ་སྨད།,,,,,,,,,,,,,
G1PD110069,monastery,གསང་སྔགས་ཆོས་གླིང་།,,,,,ཕན་བཟང་གསང་སྔགས་ཆོས་གླིང་།,,,,,,,,
G4761,monastery,སྤུངས་དགོན།,,,,,,,,,,,,,
